DTS,Downstream 1,Downstream 2,Downstream 3,Downstream 4,Downstream 5,Downstream 6,Downstream 7,Downstream 8
2013-08-13 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-13 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 13:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 13:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 14:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 14:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 15:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 15:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 16:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 16:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 17:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 17:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 18:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-14 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 13:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 13:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 14:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 14:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 15:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 15:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 16:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 16:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 17:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 17:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 18:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-15 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 13:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 13:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 14:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 14:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 15:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 15:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 16:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 16:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 17:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 17:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 18:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-16 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 13:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 13:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 14:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 14:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 15:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 15:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 16:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 16:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 17:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 17:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 18:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-17 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 13:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 13:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 14:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 14:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 15:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 15:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 16:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 16:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 17:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 17:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 18:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 18:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 19:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 19:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 20:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 20:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 21:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 21:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 22:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 22:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 23:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-18 23:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 00:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 00:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 01:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 01:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 02:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 02:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 03:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 03:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 04:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 04:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 05:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 05:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 06:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 06:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 07:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 07:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 08:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 08:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 09:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 09:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 10:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 10:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 11:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 11:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 12:24:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
2013-08-19 12:54:00,579.00,561.00,567.00,573.00,555.00,537.00,543.00,549.00
